,product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,count
485,1528d0673079ce2d79d29753b800d76e,beauty,58.0,790.0,4.0,800.0,11
141,7e48d9554094858ee2269c4ef809f50e,gifts,51.0,789.0,2.0,200.0,11
1024,f63729cf4441fe64282cd1b82281792d,sport,60.0,1358.0,7.0,2150.0,11
1618,cfc665b462ccc3a43b1a1283e678b1a0,computer,49.0,1457.0,1.0,1625.0,11
1619,f9d151cf2fc10d41cce64b782856320f,computer,54.0,454.0,3.0,75.0,11
1027,6a057a401eab3b3cb8083d9e42972233,beauty,34.0,3395.0,4.0,1200.0,11
1621,a155b4eeffbbec8a728eb1ad73705153,decoration,60.0,1953.0,1.0,800.0,11
1045,a70d74f54feefedd8108c45553766340,fashion,52.0,579.0,1.0,150.0,11
1044,a35c14eaa384acf7aabbbec3bd76fae6,housewares,50.0,690.0,2.0,850.0,11
1043,b9ac7314894a193a11fd3150f8c69307,beauty,41.0,875.0,1.0,583.0,11
1627,2636a9812d151c718b53387171ce08be,beauty,52.0,2088.0,1.0,443.0,11
1037,fd0065af7f09af4b82a0ca8f3eed1852,automotive,56.0,3896.0,7.0,3000.0,11
1630,9ce4603565c839785b24a7e95e28f4eb,cool,40.0,1516.0,2.0,800.0,11
1631,c4e71b64511b959455e2107fe7859020,housewares,59.0,1371.0,2.0,200.0,11
1000,9f65cd1fc2c7cf6ad8bc3d8c038abe44,beauty,52.0,1270.0,2.0,200.0,11
1601,906b11f3bc3c98f883afa0eb67b0fac7,sport,46.0,3362.0,5.0,1200.0,11
998,b73f6899a58fe7a37e55149e9a11c717,office,19.0,917.0,1.0,10500.0,11
976,aa36c2127048efdcd47f4ad5b6b68810,bed,57.0,189.0,1.0,1600.0,11
1119,2d063994ae4667cff3d6841e9d441d1d,household,60.0,715.0,2.0,2750.0,11
1567,38fa750a3a3b3204f169c86a3284d387,sport,39.0,1057.0,1.0,183.0,11
1116,e5cac955339b48ea3b9773f034623e29,gifts,53.0,1271.0,1.0,282.0,11
974,cef9d587c2c31442c9b95eef617db1f4,telephony,54.0,838.0,2.0,600.0,11
17,1dfb36d969d347f56f43590ec42c7b8c,sport,50.0,1212.0,5.0,900.0,11
343,e2f1ccf86759df28dd1e9f2e0e3242d4,beauty,53.0,934.0,3.0,400.0,11
534,839ae04dfa2580c962dbbf9613c3e6f9,decoration,36.0,687.0,3.0,1950.0,11
274,869c418f22e0c0ed9207ff691f279e46,housewares,27.0,282.0,2.0,300.0,11
1580,f0bbc1bdaf90ddcab4aa862660dfc6d3,bags,60.0,993.0,3.0,650.0,11
997,9d838a7fbaba7fca5f1fad259984063a,computer,47.0,1076.0,1.0,117.0,11
1102,c450c2e066134b9a836264ba72586ff6,electronics,56.0,308.0,1.0,150.0,11
177,5bd6493a2d5a384987386f2696bae33d,telephony,59.0,405.0,1.0,150.0,11
1096,4464ecc5c8cd38eff5beae1484f80166,computer,21.0,181.0,1.0,917.0,11
336,619d72a5e53d41d7646274a3fa20c2c4,computer,41.0,493.0,1.0,242.0,11
1587,d1859a58e608b68f4066e0c77e526ef1,bed,54.0,634.0,1.0,800.0,11
283,3ec2984cb2de1675a0306bfc60dbe5a5,bed,56.0,458.0,1.0,1860.0,11
514,f919da4f716dc149cef4551a322001fd,decoration,50.0,635.0,1.0,1200.0,11
994,ff2c1ec09b1bb340e84f0d6b21cc7dbb,bed,55.0,615.0,1.0,500.0,11
979,a5c9c1711f61d2b63cf996b4928092ed,toys,24.0,669.0,1.0,1050.0,11
354,fd220f6fd5a3f13ef9db07428f9c935d,babies,51.0,1438.0,6.0,280.0,11
264,e482ad963bfb9a9abc51b9850aca97b7,housewares,45.0,293.0,1.0,250.0,11
667,e1901d5d99ca951543717ea5d1940a36,cool,55.0,506.0,1.0,500.0,11
83,38b5079a807bb9f22ddfa46f929accee,perfumery,55.0,633.0,5.0,200.0,11
1423,98a4301b1aacd45984603af55b7a1de4,bed,54.0,564.0,1.0,700.0,11
775,d34ec3c23c142291062f958688a1b41c,bags,54.0,114.0,1.0,1050.0,11
776,f73e87b204f0a4bcfa8edda38d11b334,automotive,58.0,425.0,2.0,150.0,11
245,43354a2ac9eca9f50cb31647c6d5516a,toys,50.0,563.0,6.0,8750.0,11
656,00250175f79f584c14ab5cecd80553cd,housewares,53.0,631.0,2.0,750.0,11
785,fa39c60599eb6573020f07a1b4dd38cf,housewares,52.0,806.0,1.0,1183.0,11
788,5d0a7cb413c5b59233c57177fe2f20b0,toys,43.0,695.0,3.0,200.0,11
56,2d27434c710806b971a721da337a112a,gifts,58.0,401.0,2.0,200.0,11
653,06f2166336faca73c644b11eaca22d06,computer,60.0,635.0,1.0,600.0,11
648,e611a297d7a9df83f906aab5c746fd06,perfumery,40.0,634.0,1.0,436.0,11
1284,7bf115809ab249f1bf0fa92d72e0baf8,computer,39.0,701.0,2.0,100.0,11
1441,c44343d9d6d3551e161f3c72bfcbfc3b,housewares,44.0,670.0,3.0,1050.0,11
793,bf5d132b4d30a18970b8ee7798725af1,kitchen,55.0,831.0,7.0,10800.0,11
299,a03e401d58a45187271718c5d7610422,housewares,48.0,1297.0,3.0,9650.0,11
325,40cb7bb3d30559b9b6c4fb62bc837962,bed,54.0,617.0,2.0,350.0,11
1279,5650f9e1f73d0a1c0176988cf2e950d5,sport,55.0,2070.0,1.0,400.0,11
444,8e7a3ee016b12c87b5e3e7e717620758,"industry,",56.0,2083.0,4.0,850.0,11
88,4c8b28305f570899b6ded964ddd234a9,decoration,51.0,767.0,4.0,550.0,11
802,4d38a4daf13a87012b73156f834afec0,bed,44.0,331.0,1.0,300.0,11
1269,943c812216923e4244e83099e0c62a08,beauty,59.0,1912.0,4.0,1000.0,11
1304,0de1e69dff6f40f9f71be7034a8bb8d2,perfumery,42.0,388.0,1.0,579.0,11
763,9cb2ed2f273027b8daa3b0863368105c,sport,60.0,373.0,1.0,600.0,11
399,eaa26a34984cbfedc19b1e45f09f3c9a,cool,49.0,214.0,2.0,422.0,11
674,b00a32a0b42fd65efb58a5822009f629,babies,58.0,398.0,3.0,238.0,11
1354,f306d4917efd6c5a46bbb72b640313da,babies,45.0,759.0,3.0,425.0,11
1350,e5f20b4eb944eaae0a13bed3187201d3,construction,42.0,336.0,2.0,893.0,11
1384,27fdfad2c6a8f91606eb41ea396785c6,electronics,39.0,410.0,1.0,200.0,11
726,f95dcd7b0926e47d0f20a9050aea2e9e,electronics,58.0,2053.0,3.0,1535.0,11
1347,331a9e69c95aad991177b0f1ef85a261,beauty,39.0,460.0,3.0,800.0,11
1387,1fe8e6e01596885617fa1c90d29c2f81,beauty,41.0,1049.0,1.0,750.0,11
696,9a99bb9931fce41bda596488d0653c39,portable,60.0,2438.0,3.0,2050.0,11
732,a2a61ecd4e916c3ff787c137d23957bb,housewares,58.0,782.0,1.0,3100.0,11
694,095cb863f2b04911455ad33f5177062e,general,48.0,1140.0,1.0,1000.0,11
1335,9a7c0784b8058269d176b3089c946ed0,bed,54.0,629.0,2.0,900.0,11
1329,4b6b3a7072d549354c3743dedbf4170a,gifts,60.0,160.0,3.0,350.0,11
463,cb52e6775d816cbdadade36948e81fc8,sport,41.0,2035.0,2.0,10000.0,11
80,79706e79825f7409ef032653a271fba2,office,54.0,1085.0,2.0,22800.0,11
1326,99b89f140f651db441848081814dd1a1,computer,32.0,296.0,1.0,1000.0,11
1322,c6e3c9a59b663e36a8b95b2dde81fa33,sport,30.0,451.0,2.0,1300.0,11
214,1f75be631e988bb0ad750e60e18d043b,beauty,29.0,378.0,2.0,200.0,11
681,59c1840441f4df065f52760bf51a8442,fashion,46.0,418.0,4.0,150.0,11
1408,5a47c5b5c3866f29177d497727f22f38,sport,59.0,3723.0,1.0,1350.0,11
678,db51982bc43b26164c29605b8ed140d6,fixed,20.0,286.0,3.0,100.0,11
63,d2f2c2b94c6ac44ece0bd0dd202c7939,decoration,54.0,241.0,4.0,1050.0,11
760,f32af0a8b0bcb05b60f05e8907ad8866,decoration,59.0,325.0,3.0,400.0,11
465,f8ea5fcf9c628485e01b9c3cf52728c2,decoration,49.0,868.0,2.0,1200.0,11
635,c25174e1e4fd7fe5c3420869d61fe2a6,toys,56.0,77.0,2.0,600.0,11
627,e9b2560544c293e02f2b966041e10f24,sport,51.0,639.0,1.0,1143.0,11
1458,4af81c9413dcb40e03e2a1bc15a6448b,automotive,57.0,804.0,7.0,133.0,11
1204,de17feec1983829fec4bc58cadaa43f3,housewares,30.0,203.0,2.0,1100.0,11
37,eb6913790ee61d3d4d8dffcbbedea827,pet,57.0,1268.0,2.0,102.0,11
435,e343a7fbf868e28cb3f80ef0f6d9300c,housewares,46.0,423.0,1.0,1950.0,11
1200,6ee7217ab647f3c2b4a5161c75cadab3,decoration,49.0,374.0,1.0,600.0,11
329,e5989cd466f0714e1439b95bf6a279da,decoration,31.0,471.0,1.0,1200.0,11
433,b5b5a82ce5f1987b7e670f37629be51b,beauty,56.0,960.0,1.0,1000.0,11
1198,dd1759836cc99a88be1a42bf6673abe0,perfumery,38.0,419.0,1.0,415.0,11
1197,2772d1e494d431a05b7bcc95b02163b6,pet,57.0,2093.0,4.0,1550.0,11
104,ede062bcd13ef64b5cc87369e4edaf62,beauty,58.0,391.0,1.0,250.0,11
584,2dd91cf063cf57cb0eebef072746daab,beauty,60.0,919.0,1.0,200.0,11
1514,830345ab5d2e365c7c6b91459119ea2d,beauty,50.0,3352.0,5.0,1400.0,11
398,c56400aa5823575d5a92a8f98077490a,office,48.0,1043.0,1.0,9150.0,11
583,759c85bda80286f647f1f71b847c6457,housewares,59.0,790.0,2.0,450.0,11
1186,150c699262a053229e89213dc9c358d2,signage,60.0,480.0,1.0,300.0,11
1519,f5cb4f19ca215fb34aef190918d45f46,computer,47.0,219.0,1.0,200.0,11
183,6f2d7833b8f0a094571ebddebdc6623a,telephony,60.0,298.0,7.0,350.0,11
305,00878d953636afec00d3e85d55a12e7f,beauty,59.0,1631.0,4.0,2550.0,11
29,121b9686b9929855d823981fc655a6fe,housewares,55.0,747.0,1.0,6250.0,11
473,9b968712a8768d8e23318f73476af1a3,babies,51.0,524.0,1.0,850.0,11
106,41801d2ed5124923137ec39aeeea1e93,housewares,51.0,444.0,1.0,8525.0,11
900,5f19455f0c3902e89f16a6042bd4221d,beauty,53.0,1136.0,4.0,7600.0,11
882,6c55ba2343f9df32c7f88a468352ff22,gifts,58.0,167.0,2.0,250.0,11
99,2ccd049c8e7ea210e079a1aa8ad92477,stationery,54.0,218.0,3.0,6900.0,11
871,edfbb2566914ddd223d3bd6fa1e9693c,cool,40.0,1114.0,4.0,750.0,11
45,2ac7c9339ff85fff3e1aee3eaf7bb315,housewares,43.0,357.0,1.0,217.0,11
626,3ac29f1f25166dcc60b97e65d9a5885c,sport,60.0,1493.0,2.0,1050.0,11
1,0d009643171aee696f4733340bc2fdd0,perfumery,52.0,150.0,1.0,422.0,11
1463,a1e903cd2d23763ef8b85ec12eb79d9c,sport,55.0,369.0,2.0,200.0,11
1260,b2572a992f6ea1d1a7eb518d54e64620,decoration,26.0,669.0,4.0,3600.0,11
1465,0e34187d4312b97b5e698836d28ed040,air,50.0,474.0,2.0,525.0,11
1466,369dfa384d5ad2a0cb97cb4cda846c47,sport,58.0,3784.0,7.0,225.0,11
825,308a7360ee2e0ecfb6aa7708428692af,electronics,56.0,568.0,1.0,150.0,11
835,b05ec8d9cabec69e637318ebba813a09,housewares,42.0,786.0,4.0,2100.0,11
1471,1cc61b32763a4d816212b3507b6b6c59,general,55.0,556.0,1.0,1050.0,11
1474,3d5837f86205fe83f03fb5f7e4d5b9cf,toys,42.0,1002.0,4.0,1017.0,11
1494,4f18ca9862f511ecba98258b2194d061,bedroom,20.0,252.0,1.0,12500.0,11
847,9fbfc0d1a475bb65f9c0e39bb927a99a,housewares,38.0,772.0,1.0,4450.0,11
856,bff2390f68a7b76b01ef61b684888261,bed,55.0,555.0,1.0,600.0,11
1238,a1250bbcaa645885c9165eab1573b5c6,fashion,59.0,179.0,6.0,200.0,11
43,90f97298579cd20412fdcc9b7a2d4b6b,food,31.0,502.0,1.0,475.0,11
864,f7b39dca4a425dcfd4a8b0b0aac4b7c0,housewares,58.0,296.0,4.0,600.0,11
1486,271ce3fc018562e90257af8cd2af06bd,sport,28.0,734.0,6.0,825.0,11
1225,dc2410804cf782c5d87dbcd201b74e9b,computer,44.0,292.0,1.0,1000.0,11
39,995e25d9b46dee183004994645768d95,sport,57.0,722.0,4.0,500.0,11
603,81d879a43537a2803762ce12282ccbc9,portable,56.0,113.0,1.0,200.0,11
1333,d58020f0dc3b18e41728f846f5072a6c,telephony,58.0,678.0,3.0,150.0,11
